,date,datatype,station,attributes,value
0,1983-11-01T00:00:00,EMNT,GHCND:USC00300055,",0,13,",16.0
1,1983-11-01T00:00:00,EMXT,GHCND:USC00300055,",0,02,",69.0
2,1983-11-01T00:00:00,PRCP,GHCND:USC00300055,",,,0",5.81
3,1983-11-01T00:00:00,SNOW,GHCND:USC00300055,",,,0",14.0
4,1983-11-01T00:00:00,TAVG,GHCND:USC00300055,",0",41.1
5,1983-11-01T00:00:00,TMAX,GHCND:USC00300055,",,,0",48.7
6,1983-11-01T00:00:00,TMIN,GHCND:USC00300055,",,,0",33.4
7,1983-11-01T00:00:00,EMXT,GHCND:USC00300063,"5,0,21,",62.0
8,1983-11-01T00:00:00,PRCP,GHCND:USC00300063,",,,0",5.84
9,1983-11-01T00:00:00,SNOW,GHCND:USC00300063,",T,,0",0.0
10,1983-11-01T00:00:00,TMAX,GHCND:USC00300063,"5,,,0",47.8
11,1983-11-01T00:00:00,EMNT,GHCND:USC00300085,",0,14,",10.0
12,1983-11-01T00:00:00,EMXT,GHCND:USC00300085,",0,09,",66.0
13,1983-11-01T00:00:00,PRCP,GHCND:USC00300085,",,,0",4.27
14,1983-11-01T00:00:00,SNOW,GHCND:USC00300085,",,,0",12.0
15,1983-11-01T00:00:00,TAVG,GHCND:USC00300085,",0",36.3
16,1983-11-01T00:00:00,TMAX,GHCND:USC00300085,",,,0",45.7
17,1983-11-01T00:00:00,TMIN,GHCND:USC00300085,",,,0",26.9
18,1983-11-01T00:00:00,EMNT,GHCND:USC00300093,",0,26,",15.0
19,1983-11-01T00:00:00,EMXT,GHCND:USC00300093,",0,10,+",63.0
20,1983-11-01T00:00:00,PRCP,GHCND:USC00300093,",,,0",4.37
21,1983-11-01T00:00:00,TAVG,GHCND:USC00300093,",0",36.7
22,1983-11-01T00:00:00,TMAX,GHCND:USC00300093,",,,0",46.5
23,1983-11-01T00:00:00,TMIN,GHCND:USC00300093,",,,0",27.0
24,1983-11-01T00:00:00,EMNT,GHCND:USC00300183,"4,0,14,",17.0
25,1983-11-01T00:00:00,PRCP,GHCND:USC00300183,",,,0",3.61
26,1983-11-01T00:00:00,SNOW,GHCND:USC00300183,",,,0",5.0
27,1983-11-01T00:00:00,TMIN,GHCND:USC00300183,"4,,,0",29.9
28,1983-11-01T00:00:00,EMNT,GHCND:USC00300220,"1,0,14,",13.0
29,1983-11-01T00:00:00,EMXT,GHCND:USC00300220,"1,0,01,",65.0
30,1983-11-01T00:00:00,PRCP,GHCND:USC00300220,",,,0",4.46
31,1983-11-01T00:00:00,SNOW,GHCND:USC00300220,",,,0",7.9
32,1983-11-01T00:00:00,TAVG,GHCND:USC00300220,"2,0",37.1
33,1983-11-01T00:00:00,TMAX,GHCND:USC00300220,"1,,,0",47.0
34,1983-11-01T00:00:00,TMIN,GHCND:USC00300220,"1,,,0",27.1
35,1983-11-01T00:00:00,PRCP,GHCND:USC00300254,",,,0",4.18
36,1983-11-01T00:00:00,SNOW,GHCND:USC00300254,",,,0",4.0
37,1983-11-01T00:00:00,EMNT,GHCND:USC00300331,",0,14,",18.0
38,1983-11-01T00:00:00,EMXT,GHCND:USC00300331,",0,10,",67.0
39,1983-11-01T00:00:00,PRCP,GHCND:USC00300331,",,,0",4.02
40,1983-11-01T00:00:00,SNOW,GHCND:USC00300331,"1,,,0",6.3
41,1983-11-01T00:00:00,TAVG,GHCND:USC00300331,",0",40.3
42,1983-11-01T00:00:00,TMAX,GHCND:USC00300331,",,,0",48.1
43,1983-11-01T00:00:00,TMIN,GHCND:USC00300331,",,,0",32.4
44,1983-11-01T00:00:00,EMNT,GHCND:USC00300343,",0,14,+",19.0
45,1983-11-01T00:00:00,EMXT,GHCND:USC00300343,",0,10,",68.0
46,1983-11-01T00:00:00,PRCP,GHCND:USC00300343,",,,0",3.71
47,1983-11-01T00:00:00,SNOW,GHCND:USC00300343,",,,0",5.0
48,1983-11-01T00:00:00,TAVG,GHCND:USC00300343,",0",40.3
49,1983-11-01T00:00:00,TMAX,GHCND:USC00300343,",,,0",48.6
50,1983-11-01T00:00:00,TMIN,GHCND:USC00300343,",,,0",31.9
51,1983-11-01T00:00:00,EMNT,GHCND:USC00300360,",0,15,+",18.0
52,1983-11-01T00:00:00,EMXT,GHCND:USC00300360,",0,10,+",64.0
53,1983-11-01T00:00:00,PRCP,GHCND:USC00300360,",,,0",3.59
54,1983-11-01T00:00:00,SNOW,GHCND:USC00300360,"2,T,,0",0.0
55,1983-11-01T00:00:00,TAVG,GHCND:USC00300360,",0",38.4
56,1983-11-01T00:00:00,TMAX,GHCND:USC00300360,",,,0",47.8
57,1983-11-01T00:00:00,TMIN,GHCND:USC00300360,",,,0",29.0
58,1983-11-01T00:00:00,PRCP,GHCND:USC00300379,",,,0",4.65
59,1983-11-01T00:00:00,SNOW,GHCND:USC00300379,",,,0",4.0
60,1983-11-01T00:00:00,EMNT,GHCND:USC00300424,"2,0,14,",9.0
61,1983-11-01T00:00:00,PRCP,GHCND:USC00300424,",,,0",5.81
62,1983-11-01T00:00:00,SNOW,GHCND:USC00300424,",,,0",15.3
63,1983-11-01T00:00:00,TMIN,GHCND:USC00300424,"2,,,0",28.2
64,1983-11-01T00:00:00,EMNT,GHCND:USC00300443,",0,13,",16.0
65,1983-11-01T00:00:00,EMXT,GHCND:USC00300443,"1,0,09,",68.0
66,1983-11-01T00:00:00,PRCP,GHCND:USC00300443,",,,0",4.06
67,1983-11-01T00:00:00,SNOW,GHCND:USC00300443,",,,0",28.0
68,1983-11-01T00:00:00,TAVG,GHCND:USC00300443,"1,0",40.8
69,1983-11-01T00:00:00,TMAX,GHCND:USC00300443,"1,,,0",49.3
70,1983-11-01T00:00:00,TMIN,GHCND:USC00300443,",,,0",32.3
71,1983-11-01T00:00:00,EMXT,GHCND:USC00300448,",0,10,+",63.0
72,1983-11-01T00:00:00,PRCP,GHCND:USC00300448,",,,0",3.91
73,1983-11-01T00:00:00,SNOW,GHCND:USC00300448,",,,0",7.1
74,1983-11-01T00:00:00,TMAX,GHCND:USC00300448,",,,0",45.7
75,1983-11-01T00:00:00,PRCP,GHCND:USC00300452,",,,0",4.98
76,1983-11-01T00:00:00,SNOW,GHCND:USC00300452,",,,0",4.0
77,1983-11-01T00:00:00,PRCP,GHCND:USC00300608,",,,0",5.9
78,1983-11-01T00:00:00,SNOW,GHCND:USC00300608,",,,0",12.8
79,1983-11-01T00:00:00,PRCP,GHCND:USC00300641,",,,0",4.69
80,1983-11-01T00:00:00,SNOW,GHCND:USC00300641,",,,0",9.0
81,1983-11-01T00:00:00,PRCP,GHCND:USC00300668,",,,0",4.8
82,1983-11-01T00:00:00,SNOW,GHCND:USC00300668,"1,,,0",10.5
83,1983-11-01T00:00:00,EMNT,GHCND:USC00300766,",0,13,",16.0
84,1983-11-01T00:00:00,EMXT,GHCND:USC00300766,",0,10,",67.0
85,1983-11-01T00:00:00,PRCP,GHCND:USC00300766,",,,0",4.18
86,1983-11-01T00:00:00,SNOW,GHCND:USC00300766,",,,0",5.9
87,1983-11-01T00:00:00,TAVG,GHCND:USC00300766,",0",38.8
88,1983-11-01T00:00:00,TMAX,GHCND:USC00300766,",,,0",47.5
89,1983-11-01T00:00:00,TMIN,GHCND:USC00300766,",,,0",30.0
90,1983-11-01T00:00:00,EMNT,GHCND:USC00300785,"1,0,14,",12.0
91,1983-11-01T00:00:00,EMXT,GHCND:USC00300785,",0,10,",60.0
92,1983-11-01T00:00:00,PRCP,GHCND:USC00300785,",,,0",6.13
93,1983-11-01T00:00:00,SNOW,GHCND:USC00300785,",,,0",15.9
94,1983-11-01T00:00:00,TAVG,GHCND:USC00300785,"1,0",35.8
95,1983-11-01T00:00:00,TMAX,GHCND:USC00300785,",,,0",41.9
96,1983-11-01T00:00:00,TMIN,GHCND:USC00300785,"1,,,0",29.7
97,1983-11-01T00:00:00,PRCP,GHCND:USC00300870,",,,0",4.33
98,1983-11-01T00:00:00,SNOW,GHCND:USC00300870,",,,0",7.7
99,1983-11-01T00:00:00,EMNT,GHCND:USC00300889,",0,08,+",27.0
100,1983-11-01T00:00:00,EMXT,GHCND:USC00300889,",0,09,",65.0
101,1983-11-01T00:00:00,PRCP,GHCND:USC00300889,",,,0",11.24
102,1983-11-01T00:00:00,SNOW,GHCND:USC00300889,",,,0",0.0
103,1983-11-01T00:00:00,TAVG,GHCND:USC00300889,",0",45.5
104,1983-11-01T00:00:00,TMAX,GHCND:USC00300889,",,,0",54.3
105,1983-11-01T00:00:00,TMIN,GHCND:USC00300889,",,,0",36.7
106,1983-11-01T00:00:00,PRCP,GHCND:USC00300929,",,,0",5.13
107,1983-11-01T00:00:00,SNOW,GHCND:USC00300929,",,,0",5.2
108,1983-11-01T00:00:00,EMNT,GHCND:USC00300937,",0,13,",15.0
109,1983-11-01T00:00:00,EMXT,GHCND:USC00300937,",0,02,",69.0
110,1983-11-01T00:00:00,PRCP,GHCND:USC00300937,",,,0",4.36
111,1983-11-01T00:00:00,SNOW,GHCND:USC00300937,",,,0",10.6
112,1983-11-01T00:00:00,TAVG,GHCND:USC00300937,",0",41.0
113,1983-11-01T00:00:00,TMAX,GHCND:USC00300937,",,,0",48.4
114,1983-11-01T00:00:00,TMIN,GHCND:USC00300937,",,,0",33.6
115,1983-11-01T00:00:00,EMNT,GHCND:USC00301095,"1,0,14,",17.0
116,1983-11-01T00:00:00,EMXT,GHCND:USC00301095,",0,10,",65.0
117,1983-11-01T00:00:00,PRCP,GHCND:USC00301095,",,,0",6.62
118,1983-11-01T00:00:00,TAVG,GHCND:USC00301095,"1,0",40.0
119,1983-11-01T00:00:00,TMAX,GHCND:USC00301095,",,,0",48.9
120,1983-11-01T00:00:00,TMIN,GHCND:USC00301095,"1,,,0",31.0
121,1983-11-01T00:00:00,PRCP,GHCND:USC00301103,",,,6",4.55
122,1983-11-01T00:00:00,EMNT,GHCND:USC00301110,",0,13,",10.0
123,1983-11-01T00:00:00,EMXT,GHCND:USC00301110,",0,10,",65.0
124,1983-11-01T00:00:00,PRCP,GHCND:USC00301110,",,,0",6.12
125,1983-11-01T00:00:00,SNOW,GHCND:USC00301110,",,,0",5.9
126,1983-11-01T00:00:00,TAVG,GHCND:USC00301110,",0",38.5
127,1983-11-01T00:00:00,TMAX,GHCND:USC00301110,",,,0",46.5
128,1983-11-01T00:00:00,TMIN,GHCND:USC00301110,",,,0",30.5
129,1983-11-01T00:00:00,EMNT,GHCND:USC00301152,"2,0,13,",20.0
130,1983-11-01T00:00:00,EMXT,GHCND:USC00301152,",0,03,",68.0
131,1983-11-01T00:00:00,PRCP,GHCND:USC00301152,",,,0",4.09
132,1983-11-01T00:00:00,TAVG,GHCND:USC00301152,"2,0",41.7
133,1983-11-01T00:00:00,TMAX,GHCND:USC00301152,",,,0",49.8
134,1983-11-01T00:00:00,TMIN,GHCND:USC00301152,"2,,,0",33.7
135,1983-11-01T00:00:00,PRCP,GHCND:USC00301168,",,,0",4.11
136,1983-11-01T00:00:00,SNOW,GHCND:USC00301168,",,,0",3.2
137,1983-11-01T00:00:00,PRCP,GHCND:USC00301173,"2,,,0",4.61
138,1983-11-01T00:00:00,PRCP,GHCND:USC00301265,",,,0",4.0
139,1983-11-01T00:00:00,EMNT,GHCND:USC00301387,"2,0,19,",6.0
140,1983-11-01T00:00:00,EMXT,GHCND:USC00301387,",0,03,+",68.0
141,1983-11-01T00:00:00,PRCP,GHCND:USC00301387,",,,0",4.62
142,1983-11-01T00:00:00,SNOW,GHCND:USC00301387,",,,0",23.0
143,1983-11-01T00:00:00,TAVG,GHCND:USC00301387,"2,0",35.4
144,1983-11-01T00:00:00,TMAX,GHCND:USC00301387,",,,0",43.4
145,1983-11-01T00:00:00,TMIN,GHCND:USC00301387,"2,,,0",27.3
146,1983-11-01T00:00:00,EMNT,GHCND:USC00301401,",0,14,",10.0
147,1983-11-01T00:00:00,EMXT,GHCND:USC00301401,"1,0,10,+",58.0
148,1983-11-01T00:00:00,PRCP,GHCND:USC00301401,"2,,,0",3.11
149,1983-11-01T00:00:00,SNOW,GHCND:USC00301401,"2,,,0",2.0
150,1983-11-01T00:00:00,TAVG,GHCND:USC00301401,"1,0",36.5
151,1983-11-01T00:00:00,TMAX,GHCND:USC00301401,"1,,,0",43.2
152,1983-11-01T00:00:00,TMIN,GHCND:USC00301401,",,,0",29.8
153,1983-11-01T00:00:00,PRCP,GHCND:USC00301413,",,,0",5.45
