,date,datatype,station,attributes,value
0,2008-11-01T00:00:00,EMNT,GHCND:MXN00002037,",m,10,",46.0
1,2008-11-01T00:00:00,EMXT,GHCND:MXN00002037,",m,01,",96.0
2,2008-11-01T00:00:00,PRCP,GHCND:MXN00002037,",,,m",1.22
3,2008-11-01T00:00:00,TAVG,GHCND:MXN00002037,",m",67.5
4,2008-11-01T00:00:00,TMAX,GHCND:MXN00002037,",,,m",80.5
5,2008-11-01T00:00:00,TMIN,GHCND:MXN00002037,",,,m",54.5
6,2008-11-01T00:00:00,PRCP,GHCND:US1AZPM0082,",,,N",0.76
7,2008-11-01T00:00:00,SNOW,GHCND:US1AZPM0082,"2,,,N",0.0
8,2008-11-01T00:00:00,PRCP,GHCND:USC00020060,",,,0",0.08
9,2008-11-01T00:00:00,SNOW,GHCND:USC00020060,",,,0",0.0
10,2008-11-01T00:00:00,PRCP,GHCND:USC00020080,"3,,,0",0.0
11,2008-11-01T00:00:00,SNOW,GHCND:USC00020080,"3,,,0",0.0
12,2008-11-01T00:00:00,EMNT,GHCND:USC00020100,",0,24,+",41.0
13,2008-11-01T00:00:00,EMXT,GHCND:USC00020100,",0,02,+",94.0
14,2008-11-01T00:00:00,PRCP,GHCND:USC00020100,",,,0",1.83
15,2008-11-01T00:00:00,SNOW,GHCND:USC00020100,",,,0",0.0
16,2008-11-01T00:00:00,TAVG,GHCND:USC00020100,",0",63.2
17,2008-11-01T00:00:00,TMAX,GHCND:USC00020100,",,,0",79.6
18,2008-11-01T00:00:00,TMIN,GHCND:USC00020100,",,,0",46.7
19,2008-11-01T00:00:00,PRCP,GHCND:USC00020159,",a,,0",0.72
20,2008-11-01T00:00:00,SNOW,GHCND:USC00020159,",a,,0",2.0
21,2008-11-01T00:00:00,PRCP,GHCND:USC00020174,",,,0",0.72
22,2008-11-01T00:00:00,SNOW,GHCND:USC00020174,"1,,,0",0.0
23,2008-11-01T00:00:00,EMNT,GHCND:USC00020287,",0,07,+",28.0
24,2008-11-01T00:00:00,EMXT,GHCND:USC00020287,",0,01,",91.0
25,2008-11-01T00:00:00,PRCP,GHCND:USC00020287,",,,0",0.07
26,2008-11-01T00:00:00,SNOW,GHCND:USC00020287,",,,0",0.0
27,2008-11-01T00:00:00,TAVG,GHCND:USC00020287,",0",56.7
28,2008-11-01T00:00:00,TMAX,GHCND:USC00020287,",,,0",74.9
29,2008-11-01T00:00:00,TMIN,GHCND:USC00020287,",,,0",38.5
30,2008-11-01T00:00:00,EMNT,GHCND:USC00020288,"3,0,10,",40.0
31,2008-11-01T00:00:00,EMXT,GHCND:USC00020288,"3,0,01,",93.0
32,2008-11-01T00:00:00,PRCP,GHCND:USC00020288,",,,0",0.47
33,2008-11-01T00:00:00,SNOW,GHCND:USC00020288,",,,0",0.0
34,2008-11-01T00:00:00,TAVG,GHCND:USC00020288,"3,0",65.1
35,2008-11-01T00:00:00,TMAX,GHCND:USC00020288,"3,,,0",78.2
36,2008-11-01T00:00:00,TMIN,GHCND:USC00020288,"3,,,0",52.0
37,2008-11-01T00:00:00,EMNT,GHCND:USC00020404,",0,08,",33.0
38,2008-11-01T00:00:00,EMXT,GHCND:USC00020404,",0,02,",95.0
39,2008-11-01T00:00:00,PRCP,GHCND:USC00020404,",,,0",0.81
40,2008-11-01T00:00:00,SNOW,GHCND:USC00020404,",,,0",0.0
41,2008-11-01T00:00:00,TAVG,GHCND:USC00020404,",0",61.3
42,2008-11-01T00:00:00,TMAX,GHCND:USC00020404,",,,0",79.5
43,2008-11-01T00:00:00,TMIN,GHCND:USC00020404,",,,0",43.1
44,2008-11-01T00:00:00,PRCP,GHCND:USC00020498,",,,0",0.0
45,2008-11-01T00:00:00,SNOW,GHCND:USC00020498,",,,0",0.0
46,2008-11-01T00:00:00,EMNT,GHCND:USC00020586,"1,0,10,",31.0
47,2008-11-01T00:00:00,EMXT,GHCND:USC00020586,"1,0,17,+",80.0
48,2008-11-01T00:00:00,PRCP,GHCND:USC00020586,",,,0",2.87
49,2008-11-01T00:00:00,SNOW,GHCND:USC00020586,",,,0",0.0
50,2008-11-01T00:00:00,TAVG,GHCND:USC00020586,"1,0",54.1
51,2008-11-01T00:00:00,TMAX,GHCND:USC00020586,"1,,,0",69.0
52,2008-11-01T00:00:00,TMIN,GHCND:USC00020586,"1,,,0",39.2
53,2008-11-01T00:00:00,PRCP,GHCND:USC00020632,"4,a,,0",1.1
54,2008-11-01T00:00:00,SNOW,GHCND:USC00020632,",,,0",0.0
55,2008-11-01T00:00:00,EMNT,GHCND:USC00020672,",0,13,+",35.0
56,2008-11-01T00:00:00,EMXT,GHCND:USC00020672,",0,01,",89.0
57,2008-11-01T00:00:00,PRCP,GHCND:USC00020672,",,,0",0.63
58,2008-11-01T00:00:00,TAVG,GHCND:USC00020672,",0",58.8
59,2008-11-01T00:00:00,TMAX,GHCND:USC00020672,",,,0",73.1
60,2008-11-01T00:00:00,TMIN,GHCND:USC00020672,",,,0",44.5
61,2008-11-01T00:00:00,EMNT,GHCND:USC00020678,",0,06,",8.0
62,2008-11-01T00:00:00,EMXT,GHCND:USC00020678,",0,01,",69.0
63,2008-11-01T00:00:00,PRCP,GHCND:USC00020678,",,,0",1.39
64,2008-11-01T00:00:00,SNOW,GHCND:USC00020678,",,,0",5.9
65,2008-11-01T00:00:00,TAVG,GHCND:USC00020678,",0",38.3
66,2008-11-01T00:00:00,TMAX,GHCND:USC00020678,",,,0",55.2
67,2008-11-01T00:00:00,TMIN,GHCND:USC00020678,",,,0",21.5
68,2008-11-01T00:00:00,EMNT,GHCND:USC00020683,"2,0,09,+",25.0
69,2008-11-01T00:00:00,EMXT,GHCND:USC00020683,"2,0,02,+",86.0
70,2008-11-01T00:00:00,PRCP,GHCND:USC00020683,",,,0",0.45
71,2008-11-01T00:00:00,SNOW,GHCND:USC00020683,",,,0",0.0
72,2008-11-01T00:00:00,TAVG,GHCND:USC00020683,"2,0",54.4
73,2008-11-01T00:00:00,TMAX,GHCND:USC00020683,"2,,,0",74.2
74,2008-11-01T00:00:00,TMIN,GHCND:USC00020683,"2,,,0",34.6
75,2008-11-01T00:00:00,EMNT,GHCND:USC00020750,"2,0,06,",18.0
76,2008-11-01T00:00:00,EMXT,GHCND:USC00020750,"2,0,02,+",69.0
77,2008-11-01T00:00:00,PRCP,GHCND:USC00020750,",a,,0",0.98
78,2008-11-01T00:00:00,SNOW,GHCND:USC00020750,"1,,,0",0.0
79,2008-11-01T00:00:00,TAVG,GHCND:USC00020750,"3,0",44.0
80,2008-11-01T00:00:00,TMAX,GHCND:USC00020750,"2,,,0",54.8
81,2008-11-01T00:00:00,TMIN,GHCND:USC00020750,"2,,,0",33.3
82,2008-11-01T00:00:00,EMNT,GHCND:USC00020775,",0,21,",30.0
83,2008-11-01T00:00:00,EMXT,GHCND:USC00020775,",0,01,",76.0
84,2008-11-01T00:00:00,PRCP,GHCND:USC00020775,",,,0",1.09
85,2008-11-01T00:00:00,SNOW,GHCND:USC00020775,",,,0",0.0
86,2008-11-01T00:00:00,TAVG,GHCND:USC00020775,",0",52.2
87,2008-11-01T00:00:00,TMAX,GHCND:USC00020775,",,,0",65.5
88,2008-11-01T00:00:00,TMIN,GHCND:USC00020775,",,,0",39.0
89,2008-11-01T00:00:00,EMXT,GHCND:USC00020808,",0,01,",75.0
90,2008-11-01T00:00:00,PRCP,GHCND:USC00020808,",,,0",0.76
91,2008-11-01T00:00:00,SNOW,GHCND:USC00020808,",,,0",0.0
92,2008-11-01T00:00:00,TMAX,GHCND:USC00020808,",,,0",62.0
93,2008-11-01T00:00:00,EMNT,GHCND:USC00020871,"2,0,07,",13.0
94,2008-11-01T00:00:00,EMXT,GHCND:USC00020871,",0,03,+",71.0
95,2008-11-01T00:00:00,PRCP,GHCND:USC00020871,",,,0",0.5
96,2008-11-01T00:00:00,SNOW,GHCND:USC00020871,",,,0",1.0
97,2008-11-01T00:00:00,TAVG,GHCND:USC00020871,"2,0",40.5
98,2008-11-01T00:00:00,TMAX,GHCND:USC00020871,",,,0",57.1
99,2008-11-01T00:00:00,TMIN,GHCND:USC00020871,"2,,,0",23.8
100,2008-11-01T00:00:00,EMNT,GHCND:USC00020949,",0,16,+",39.0
101,2008-11-01T00:00:00,EMXT,GHCND:USC00020949,",0,01,",91.0
102,2008-11-01T00:00:00,PRCP,GHCND:USC00020949,",,,0",0.87
103,2008-11-01T00:00:00,SNOW,GHCND:USC00020949,",,,0",0.0
104,2008-11-01T00:00:00,TAVG,GHCND:USC00020949,",0",61.6
105,2008-11-01T00:00:00,TMAX,GHCND:USC00020949,",,,0",77.4
106,2008-11-01T00:00:00,TMIN,GHCND:USC00020949,",,,0",45.7
107,2008-11-01T00:00:00,EMNT,GHCND:USC00020958,"3,0,08,",25.0
108,2008-11-01T00:00:00,EMXT,GHCND:USC00020958,"3,0,03,+",85.0
109,2008-11-01T00:00:00,PRCP,GHCND:USC00020958,"1,,,0",0.23
110,2008-11-01T00:00:00,SNOW,GHCND:USC00020958,"1,,,0",0.0
111,2008-11-01T00:00:00,TAVG,GHCND:USC00020958,"3,0",53.7
112,2008-11-01T00:00:00,TMAX,GHCND:USC00020958,"3,,,0",72.3
113,2008-11-01T00:00:00,TMIN,GHCND:USC00020958,"3,,,0",35.1
114,2008-11-01T00:00:00,EMNT,GHCND:USC00021050,",0,23,+",46.0
115,2008-11-01T00:00:00,EMXT,GHCND:USC00021050,",0,01,",95.0
116,2008-11-01T00:00:00,PRCP,GHCND:USC00021050,",,,0",1.65
117,2008-11-01T00:00:00,TAVG,GHCND:USC00021050,",0",67.2
118,2008-11-01T00:00:00,TMAX,GHCND:USC00021050,",,,0",79.8
119,2008-11-01T00:00:00,TMIN,GHCND:USC00021050,",,,0",54.6
120,2008-11-01T00:00:00,EMNT,GHCND:USC00021248,",0,06,",15.0
121,2008-11-01T00:00:00,EMXT,GHCND:USC00021248,"3,0,01,",75.0
122,2008-11-01T00:00:00,PRCP,GHCND:USC00021248,",,,0",0.71
123,2008-11-01T00:00:00,SNOW,GHCND:USC00021248,",,,0",0.0
124,2008-11-01T00:00:00,TAVG,GHCND:USC00021248,"3,0",42.3
125,2008-11-01T00:00:00,TMAX,GHCND:USC00021248,"3,,,0",56.9
126,2008-11-01T00:00:00,TMIN,GHCND:USC00021248,",,,0",27.8
127,2008-11-01T00:00:00,EMNT,GHCND:USC00021282,",0,10,",42.0
128,2008-11-01T00:00:00,EMXT,GHCND:USC00021282,",0,02,+",91.0
129,2008-11-01T00:00:00,PRCP,GHCND:USC00021282,",,,0",1.7
130,2008-11-01T00:00:00,SNOW,GHCND:USC00021282,",,,0",0.0
131,2008-11-01T00:00:00,TAVG,GHCND:USC00021282,",0",63.1
132,2008-11-01T00:00:00,TMAX,GHCND:USC00021282,",,,0",74.8
133,2008-11-01T00:00:00,TMIN,GHCND:USC00021282,",,,0",51.4
134,2008-11-01T00:00:00,EMNT,GHCND:USC00021306,",0,09,+",37.0
135,2008-11-01T00:00:00,EMXT,GHCND:USC00021306,",0,01,",96.0
136,2008-11-01T00:00:00,PRCP,GHCND:USC00021306,",,,0",0.71
137,2008-11-01T00:00:00,SNOW,GHCND:USC00021306,",,,0",0.0
138,2008-11-01T00:00:00,TAVG,GHCND:USC00021306,",0",63.9
139,2008-11-01T00:00:00,TMAX,GHCND:USC00021306,",,,0",80.9
140,2008-11-01T00:00:00,TMIN,GHCND:USC00021306,",,,0",46.9
141,2008-11-01T00:00:00,EMNT,GHCND:USC00021314,"1,0,06,",32.0
142,2008-11-01T00:00:00,EMXT,GHCND:USC00021314,",0,02,",95.0
